EVENT_NAME,EVENT_TYPE,IMPACT,PLACE_ID,EVENT_DATE
Food Festival in Troy (USA),Festival,Low,PearlSt_Troy_USA,2017-11-12 00:00:00
Heritage Day in Troy (USA),Holiday,Medium,PearlSt_Troy_USA,2022-09-02 00:00:00
Rock Concert in Albany (USA),Concert,Low,SouthSt_Albany_USA,2019-06-14 00:00:00
Heritage Day in Albany (USA),Holiday,Low,CentralAve_Albany_USA,2020-04-10 00:00:00
Pop Music Live in Albany (USA),Concert,Low,JaySt_Albany_USA,2023-04-01 00:00:00
Rock Concert in Albany (USA),Concert,Low,ClintonAve_Albany_USA,2016-08-28 00:00:00
Marathon in Albany (USA),Sports,Low,ClintonAve_Albany_USA,2014-11-13 00:00:00
Cultural Festival in Albany (USA),Festival,High,ClintonAve_Albany_USA,2016-09-23 00:00:00
AI Congress in Albany (USA),Conference,High,TenBroeckSt_Albany_USA,2018-12-12 00:00:00
Music Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2018-09-03 00:00:00
City Anniversary in Albany (USA),Holiday,Low,Broadway_Albany_USA,2025-04-08 00:00:00
Jazz Night in Albany (USA),Concert,Medium,Broadway_Albany_USA,2016-04-30 00:00:00
Cultural Festival in Schenectady (USA),Festival,Low,CentralAve_Schenectady_USA,2018-10-31 00:00:00
Football Match in Albany (USA),Sports,High,PearlSt_Albany_USA,2017-01-08 00:00:00
Basketball Tournament in Albany (USA),Sports,High,PearlSt_Albany_USA,2019-02-02 00:00:00
Music Festival in Albany (USA),Festival,Medium,MadisonAve_Albany_USA,2024-09-19 00:00:00
Football Match in Albany (USA),Sports,High,MadisonAve_Albany_USA,2023-06-24 00:00:00
Jazz Night in Schenectady (USA),Concert,High,Broadway_Schenectady_USA,2025-05-04 00:00:00
AI Congress in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2024-01-18 00:00:00
AI Congress in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2016-12-10 00:00:00
AI Congress in Schenectady (USA),Conference,High,NorthSt_Schenectady_USA,2015-08-24 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,WashingtonAve_Albany_USA,2022-03-04 00:00:00
Film Festival in Albany (USA),Festival,Low,WashingtonAve_Albany_USA,2018-04-08 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,LarkSt_Albany_USA,2021-11-08 00:00:00
Business Summit in Schenectady (USA),Conference,Low,ParkAve_Schenectady_USA,2020-04-18 00:00:00
Marathon in Schenectady (USA),Sports,High,ParkAve_Schenectady_USA,2019-01-11 00:00:00
Business Summit in Albany (USA),Conference,High,ParkAve_Albany_USA,2014-10-13 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,ParkAve_Albany_USA,2024-08-31 00:00:00
City Anniversary in Albany (USA),Holiday,High,WesternAve_Albany_USA,2014-11-22 00:00:00
Classical Concert in Albany (USA),Concert,Medium,ClintonAve_Albany_USA,2022-08-23 00:00:00
Triathlon in Albany (USA),Sports,High,ClintonAve_Albany_USA,2018-07-08 00:00:00
Business Summit in Schenectady (USA),Conference,High,MadisonAve_Schenectady_USA,2024-04-29 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,MadisonAve_Schenectady_USA,2015-08-04 00:00:00
Basketball Tournament in Albany (USA),Sports,High,DelawareAve_Albany_USA,2023-07-24 00:00:00
Basketball Tournament in Albany (USA),Sports,High,NorthSt_Albany_USA,2015-07-01 00:00:00
Basketball Tournament in Albany (USA),Sports,Low,NorthSt_Albany_USA,2022-11-04 00:00:00
Heritage Day in Troy (USA),Holiday,Medium,JaySt_Troy_USA,2017-06-02 00:00:00
AI Congress in Schenectady (USA),Conference,Low,JaySt_Schenectady_USA,2019-10-10 00:00:00
Music Festival in Schenectady (USA),Festival,Medium,JaySt_Schenectady_USA,2024-06-21 00:00:00
Film Festival in Troy (USA),Festival,High,DelawareAve_Troy_USA,2017-11-04 00:00:00
Local Holiday in Troy (USA),Holiday,Low,DelawareAve_Troy_USA,2016-01-14 00:00:00
City Anniversary in Troy (USA),Holiday,Low,Broadway_Troy_USA,2018-01-16 00:00:00
Marathon in Schenectady (USA),Sports,Medium,Broadway_Schenectady_USA,2018-03-24 00:00:00
Basketball Tournament in Schenectady (USA),Sports,High,Broadway_Schenectady_USA,2015-02-23 00:00:00
Business Summit in Albany (USA),Conference,Low,StateSt_Albany_USA,2020-12-16 00:00:00
Food Festival in Albany (USA),Festival,High,JaySt_Albany_USA,2019-05-12 00:00:00
City Anniversary in Troy (USA),Holiday,Medium,JaySt_Troy_USA,2025-04-27 00:00:00
City Anniversary in Troy (USA),Holiday,Low,JaySt_Troy_USA,2014-12-02 00:00:00
Basketball Tournament in Albany (USA),Sports,Low,TenBroeckSt_Albany_USA,2024-07-01 00:00:00
Business Summit in Albany (USA),Conference,Low,TenBroeckSt_Albany_USA,2022-01-31 00:00:00
Football Match in Albany (USA),Sports,High,ParkAve_Albany_USA,2024-05-01 00:00:00
Startup Meetup in Albany (USA),Conference,Low,ParkAve_Albany_USA,2015-08-25 00:00:00
Jazz Night in Albany (USA),Concert,Low,PearlSt_Albany_USA,2015-03-25 00:00:00
AI Congress in Schenectady (USA),Conference,High,ParkAve_Schenectady_USA,2020-05-01 00:00:00
Jazz Night in Troy (USA),Concert,Medium,Broadway_Troy_USA,2024-06-15 00:00:00
Basketball Tournament in Troy (USA),Sports,Medium,Broadway_Troy_USA,2018-07-11 00:00:00
Food Festival in Albany (USA),Festival,Low,WashingtonAve_Albany_USA,2022-08-26 00:00:00
Food Festival in Albany (USA),Festival,Low,ParkAve_Albany_USA,2018-08-10 00:00:00
Film Festival in Albany (USA),Festival,High,ParkAve_Albany_USA,2017-05-13 00:00:00
Rock Concert in Schenectady (USA),Concert,High,DelawareAve_Schenectady_USA,2025-08-26 00:00:00
Music Festival in Schenectady (USA),Festival,High,DelawareAve_Schenectady_USA,2023-11-15 00:00:00
Film Festival in Albany (USA),Festival,Medium,CentralAve_Albany_USA,2018-10-05 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,CentralAve_Albany_USA,2022-05-14 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,CentralAve_Albany_USA,2021-12-01 00:00:00
Cultural Festival in Albany (USA),Festival,High,CentralAve_Albany_USA,2021-04-15 00:00:00
Triathlon in Albany (USA),Sports,Low,HudsonAve_Albany_USA,2020-03-26 00:00:00
Rock Concert in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2015-10-10 00:00:00
Football Match in Albany (USA),Sports,Medium,WesternAve_Albany_USA,2023-10-27 00:00:00
Basketball Tournament in Troy (USA),Sports,High,HudsonAve_Troy_USA,2019-02-03 00:00:00
Business Summit in Troy (USA),Conference,Low,HudsonAve_Troy_USA,2020-08-23 00:00:00
Triathlon in Troy (USA),Sports,Medium,NorthSt_Troy_USA,2017-02-15 00:00:00
Music Festival in Troy (USA),Festival,High,WashingtonAve_Troy_USA,2021-12-31 00:00:00
National Celebration in Troy (USA),Holiday,Low,WashingtonAve_Troy_USA,2023-03-28 00:00:00
Music Festival in Albany (USA),Festival,Medium,JaySt_Albany_USA,2021-09-21 00:00:00
Triathlon in Albany (USA),Sports,Medium,JaySt_Albany_USA,2017-06-16 00:00:00
Music Festival in Albany (USA),Festival,Low,CentralAve_Albany_USA,2024-04-19 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,MadisonAve_Albany_USA,2022-10-12 00:00:00
Basketball Tournament in Schenectady (USA),Sports,Medium,PearlSt_Schenectady_USA,2024-07-11 00:00:00
Heritage Day in Schenectady (USA),Holiday,High,PearlSt_Schenectady_USA,2015-07-16 00:00:00
Business Summit in Albany (USA),Conference,Low,HudsonAve_Albany_USA,2018-12-28 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,WesternAve_Albany_USA,2022-03-26 00:00:00
National Celebration in Schenectady (USA),Holiday,Low,LarkSt_Schenectady_USA,2015-12-25 00:00:00
Food Festival in Schenectady (USA),Festival,Low,LarkSt_Schenectady_USA,2019-03-01 00:00:00
Pop Music Live in Schenectady (USA),Concert,High,LarkSt_Schenectady_USA,2022-02-07 00:00:00
Triathlon in Albany (USA),Sports,Medium,JaySt_Albany_USA,2021-05-09 00:00:00
Triathlon in Albany (USA),Sports,Medium,LarkSt_Albany_USA,2015-10-06 00:00:00
City Anniversary in Albany (USA),Holiday,Low,LarkSt_Albany_USA,2015-03-17 00:00:00
Tech Conference in Albany (USA),Conference,High,CentralAve_Albany_USA,2024-03-26 00:00:00
Classical Concert in Troy (USA),Concert,High,Broadway_Troy_USA,2024-04-15 00:00:00
Tech Conference in Troy (USA),Conference,Medium,Broadway_Troy_USA,2021-12-01 00:00:00
Triathlon in Albany (USA),Sports,Medium,StateSt_Albany_USA,2021-12-09 00:00:00
National Celebration in Albany (USA),Holiday,High,StateSt_Albany_USA,2024-07-01 00:00:00
Music Festival in Schenectady (USA),Festival,High,MadisonAve_Schenectady_USA,2024-12-22 00:00:00
Triathlon in Schenectady (USA),Sports,Medium,MadisonAve_Schenectady_USA,2024-03-31 00:00:00
Business Summit in Albany (USA),Conference,Medium,NorthSt_Albany_USA,2025-05-17 00:00:00
Food Festival in Schenectady (USA),Festival,High,SouthSt_Schenectady_USA,2021-09-17 00:00:00
National Celebration in Troy (USA),Holiday,Low,JaySt_Troy_USA,2019-08-24 00:00:00
Pop Music Live in Albany (USA),Concert,Low,JaySt_Albany_USA,2024-02-07 00:00:00
Heritage Day in Troy (USA),Holiday,Low,WashingtonAve_Troy_USA,2025-06-29 00:00:00
Music Festival in Albany (USA),Festival,Medium,ParkAve_Albany_USA,2019-02-13 00:00:00
Rock Concert in Albany (USA),Concert,Low,PearlSt_Albany_USA,2023-05-18 00:00:00
Jazz Night in Albany (USA),Concert,High,PearlSt_Albany_USA,2020-10-20 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,PearlSt_Albany_USA,2023-10-02 00:00:00
Food Festival in Albany (USA),Festival,Medium,PearlSt_Albany_USA,2018-03-21 00:00:00
Pop Music Live in Albany (USA),Concert,High,HudsonAve_Albany_USA,2021-11-12 00:00:00
AI Congress in Albany (USA),Conference,Low,HudsonAve_Albany_USA,2015-08-04 00:00:00
Marathon in Albany (USA),Sports,Medium,TenBroeckSt_Albany_USA,2018-06-24 00:00:00
Startup Meetup in Albany (USA),Conference,High,TenBroeckSt_Albany_USA,2015-09-09 00:00:00
Triathlon in Schenectady (USA),Sports,Low,WesternAve_Schenectady_USA,2017-05-07 00:00:00
Football Match in Albany (USA),Sports,Low,Broadway_Albany_USA,2024-12-05 00:00:00
National Celebration in Albany (USA),Holiday,Medium,Broadway_Albany_USA,2023-09-29 00:00:00
Tech Conference in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2015-01-07 00:00:00
Rock Concert in Albany (USA),Concert,Medium,CentralAve_Albany_USA,2019-08-17 00:00:00
Classical Concert in Troy (USA),Concert,Medium,LarkSt_Troy_USA,2014-07-18 00:00:00
Rock Concert in Troy (USA),Concert,High,LarkSt_Troy_USA,2024-12-26 00:00:00
Pop Music Live in Albany (USA),Concert,High,PearlSt_Albany_USA,2023-04-04 00:00:00
Classical Concert in Schenectady (USA),Concert,High,CentralAve_Schenectady_USA,2023-08-22 00:00:00
Marathon in Schenectady (USA),Sports,Medium,CentralAve_Schenectady_USA,2021-11-14 00:00:00
Jazz Night in Albany (USA),Concert,High,PearlSt_Albany_USA,2024-05-19 00:00:00
City Anniversary in Albany (USA),Holiday,High,PearlSt_Albany_USA,2024-10-07 00:00:00
Basketball Tournament in Troy (USA),Sports,Medium,ClintonAve_Troy_USA,2025-04-20 00:00:00
Startup Meetup in Troy (USA),Conference,Medium,ClintonAve_Troy_USA,2023-07-10 00:00:00
Jazz Night in Troy (USA),Concert,High,LarkSt_Troy_USA,2020-08-21 00:00:00
Classical Concert in Albany (USA),Concert,Low,MadisonAve_Albany_USA,2016-11-05 00:00:00
Startup Meetup in Albany (USA),Conference,High,NorthSt_Albany_USA,2015-12-26 00:00:00
Basketball Tournament in Albany (USA),Sports,High,NorthSt_Albany_USA,2015-10-16 00:00:00
Pop Music Live in Albany (USA),Concert,High,WesternAve_Albany_USA,2020-11-23 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,Broadway_Albany_USA,2023-07-24 00:00:00
Music Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2018-10-08 00:00:00
Food Festival in Troy (USA),Festival,Medium,PearlSt_Troy_USA,2022-11-28 00:00:00
Basketball Tournament in Troy (USA),Sports,High,PearlSt_Troy_USA,2017-04-22 00:00:00
Business Summit in Schenectady (USA),Conference,High,HudsonAve_Schenectady_USA,2014-11-10 00:00:00
AI Congress in Schenectady (USA),Conference,Low,HudsonAve_Schenectady_USA,2021-05-28 00:00:00
Classical Concert in Albany (USA),Concert,High,CentralAve_Albany_USA,2021-10-02 00:00:00
Pop Music Live in Albany (USA),Concert,Low,CentralAve_Albany_USA,2020-03-23 00:00:00
Tech Conference in Troy (USA),Conference,Medium,Broadway_Troy_USA,2018-11-04 00:00:00
Heritage Day in Troy (USA),Holiday,High,Broadway_Troy_USA,2015-02-06 00:00:00
Business Summit in Troy (USA),Conference,High,HudsonAve_Troy_USA,2024-03-28 00:00:00
National Celebration in Troy (USA),Holiday,High,HudsonAve_Troy_USA,2022-05-26 00:00:00
Business Summit in Schenectady (USA),Conference,High,ClintonAve_Schenectady_USA,2025-04-23 00:00:00
Basketball Tournament in Schenectady (USA),Sports,Medium,ClintonAve_Schenectady_USA,2016-06-26 00:00:00
Food Festival in Albany (USA),Festival,Low,SouthSt_Albany_USA,2022-09-27 00:00:00
Rock Concert in Albany (USA),Concert,Medium,SouthSt_Albany_USA,2014-12-14 00:00:00
Startup Meetup in Albany (USA),Conference,Low,CentralAve_Albany_USA,2016-04-20 00:00:00
Tech Conference in Troy (USA),Conference,Medium,LarkSt_Troy_USA,2019-09-23 00:00:00
Marathon in Troy (USA),Sports,Low,LarkSt_Troy_USA,2024-11-28 00:00:00
Rock Concert in Troy (USA),Concert,High,WesternAve_Troy_USA,2021-05-26 00:00:00
AI Congress in Albany (USA),Conference,High,ParkAve_Albany_USA,2020-08-31 00:00:00
Tech Conference in Albany (USA),Conference,High,ParkAve_Albany_USA,2018-01-22 00:00:00
Football Match in Troy (USA),Sports,High,MadisonAve_Troy_USA,2015-04-06 00:00:00
Classical Concert in Troy (USA),Concert,Medium,MadisonAve_Troy_USA,2020-08-02 00:00:00
Local Holiday in Schenectady (USA),Holiday,Medium,DelawareAve_Schenectady_USA,2016-12-23 00:00:00
Basketball Tournament in Schenectady (USA),Sports,Medium,DelawareAve_Schenectady_USA,2018-07-17 00:00:00
Triathlon in Albany (USA),Sports,High,NorthSt_Albany_USA,2023-09-25 00:00:00
Music Festival in Albany (USA),Festival,High,TenBroeckSt_Albany_USA,2018-05-18 00:00:00
National Celebration in Albany (USA),Holiday,High,TenBroeckSt_Albany_USA,2021-05-18 00:00:00
Marathon in Albany (USA),Sports,High,Broadway_Albany_USA,2024-06-05 00:00:00
AI Congress in Albany (USA),Conference,Low,Broadway_Albany_USA,2018-10-28 00:00:00
Jazz Night in Albany (USA),Concert,Low,ParkAve_Albany_USA,2024-09-18 00:00:00
AI Congress in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2014-12-27 00:00:00
Business Summit in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2020-04-04 00:00:00
Rock Concert in Albany (USA),Concert,High,DelawareAve_Albany_USA,2015-03-26 00:00:00
Football Match in Albany (USA),Sports,High,DelawareAve_Albany_USA,2019-04-03 00:00:00
Local Holiday in Albany (USA),Holiday,High,WesternAve_Albany_USA,2022-03-11 00:00:00
Marathon in Albany (USA),Sports,Medium,WesternAve_Albany_USA,2022-07-15 00:00:00
Music Festival in Troy (USA),Festival,Low,WesternAve_Troy_USA,2015-02-08 00:00:00
Rock Concert in Albany (USA),Concert,High,HudsonAve_Albany_USA,2023-09-17 00:00:00
City Anniversary in Schenectady (USA),Holiday,Medium,WesternAve_Schenectady_USA,2021-07-25 00:00:00
Heritage Day in Albany (USA),Holiday,Low,TenBroeckSt_Albany_USA,2018-11-12 00:00:00
Music Festival in Schenectady (USA),Festival,High,StateSt_Schenectady_USA,2022-07-29 00:00:00
Rock Concert in Schenectady (USA),Concert,High,StateSt_Schenectady_USA,2021-01-23 00:00:00
Cultural Festival in Schenectady (USA),Festival,High,CentralAve_Schenectady_USA,2015-09-08 00:00:00
Startup Meetup in Schenectady (USA),Conference,High,CentralAve_Schenectady_USA,2015-06-20 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,ClintonAve_Albany_USA,2023-09-19 00:00:00
Film Festival in Albany (USA),Festival,Low,HudsonAve_Albany_USA,2020-06-24 00:00:00
Football Match in Albany (USA),Sports,High,HudsonAve_Albany_USA,2018-11-18 00:00:00
Business Summit in Albany (USA),Conference,Medium,ParkAve_Albany_USA,2022-02-03 00:00:00
Tech Conference in Albany (USA),Conference,High,ParkAve_Albany_USA,2024-04-22 00:00:00
Marathon in Albany (USA),Sports,Low,TenBroeckSt_Albany_USA,2014-07-21 00:00:00
Pop Music Live in Albany (USA),Concert,High,TenBroeckSt_Albany_USA,2020-08-20 00:00:00
Basketball Tournament in Troy (USA),Sports,Low,TenBroeckSt_Troy_USA,2019-02-15 00:00:00
Classical Concert in Albany (USA),Concert,Low,NorthSt_Albany_USA,2016-07-23 00:00:00
Basketball Tournament in Albany (USA),Sports,Low,NorthSt_Albany_USA,2015-10-13 00:00:00
Rock Concert in Troy (USA),Concert,High,CentralAve_Troy_USA,2019-09-02 00:00:00
Rock Concert in Troy (USA),Concert,Medium,CentralAve_Troy_USA,2022-01-11 00:00:00
Food Festival in Albany (USA),Festival,High,DelawareAve_Albany_USA,2021-01-03 00:00:00
Startup Meetup in Schenectady (USA),Conference,Low,SouthSt_Schenectady_USA,2022-01-09 00:00:00
Marathon in Schenectady (USA),Sports,Medium,Broadway_Schenectady_USA,2021-06-11 00:00:00
Food Festival in Schenectady (USA),Festival,Medium,Broadway_Schenectady_USA,2019-12-12 00:00:00
Startup Meetup in Albany (USA),Conference,High,TenBroeckSt_Albany_USA,2021-01-17 00:00:00
Jazz Night in Albany (USA),Concert,Medium,ClintonAve_Albany_USA,2025-03-31 00:00:00
National Celebration in Albany (USA),Holiday,Low,ClintonAve_Albany_USA,2018-01-03 00:00:00
Heritage Day in Troy (USA),Holiday,Medium,PearlSt_Troy_USA,2016-01-02 00:00:00
AI Congress in Troy (USA),Conference,Medium,PearlSt_Troy_USA,2019-06-29 00:00:00
AI Congress in Albany (USA),Conference,High,WesternAve_Albany_USA,2015-09-19 00:00:00
Rock Concert in Troy (USA),Concert,Medium,JaySt_Troy_USA,2024-02-16 00:00:00
Football Match in Troy (USA),Sports,Medium,JaySt_Troy_USA,2022-09-21 00:00:00
Music Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2024-01-09 00:00:00
Rock Concert in Albany (USA),Concert,High,Broadway_Albany_USA,2020-12-27 00:00:00
Classical Concert in Albany (USA),Concert,Low,StateSt_Albany_USA,2020-09-06 00:00:00
Pop Music Live in Troy (USA),Concert,High,DelawareAve_Troy_USA,2023-03-11 00:00:00
National Celebration in Troy (USA),Holiday,High,JaySt_Troy_USA,2022-09-20 00:00:00
Triathlon in Schenectady (USA),Sports,High,DelawareAve_Schenectady_USA,2020-03-21 00:00:00
Tech Conference in Schenectady (USA),Conference,High,SouthSt_Schenectady_USA,2017-03-05 00:00:00
Football Match in Albany (USA),Sports,Medium,MadisonAve_Albany_USA,2016-04-13 00:00:00
Football Match in Albany (USA),Sports,High,MadisonAve_Albany_USA,2022-09-15 00:00:00
Tech Conference in Albany (USA),Conference,Low,TenBroeckSt_Albany_USA,2023-01-13 00:00:00
Marathon in Schenectady (USA),Sports,Medium,SouthSt_Schenectady_USA,2018-08-22 00:00:00
Basketball Tournament in Albany (USA),Sports,Medium,DelawareAve_Albany_USA,2019-10-06 00:00:00
Local Holiday in Albany (USA),Holiday,Low,DelawareAve_Albany_USA,2025-06-29 00:00:00
Tech Conference in Troy (USA),Conference,High,HudsonAve_Troy_USA,2025-05-10 00:00:00
Jazz Night in Troy (USA),Concert,High,HudsonAve_Troy_USA,2017-06-13 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,PearlSt_Schenectady_USA,2021-10-29 00:00:00
Heritage Day in Schenectady (USA),Holiday,High,PearlSt_Schenectady_USA,2021-10-28 00:00:00
AI Congress in Schenectady (USA),Conference,Low,WashingtonAve_Schenectady_USA,2020-04-15 00:00:00
Heritage Day in Schenectady (USA),Holiday,Medium,WashingtonAve_Schenectady_USA,2019-12-16 00:00:00
Rock Concert in Troy (USA),Concert,High,Broadway_Troy_USA,2024-05-21 00:00:00
Football Match in Troy (USA),Sports,Low,NorthSt_Troy_USA,2020-04-07 00:00:00
Business Summit in Troy (USA),Conference,Low,DelawareAve_Troy_USA,2016-08-04 00:00:00
Basketball Tournament in Troy (USA),Sports,High,DelawareAve_Troy_USA,2022-07-17 00:00:00
Triathlon in Albany (USA),Sports,Medium,WashingtonAve_Albany_USA,2022-07-29 00:00:00
Film Festival in Albany (USA),Festival,High,WashingtonAve_Albany_USA,2019-11-13 00:00:00
Football Match in Troy (USA),Sports,High,SouthSt_Troy_USA,2023-11-04 00:00:00
Food Festival in Albany (USA),Festival,Low,ClintonAve_Albany_USA,2015-12-06 00:00:00
Classical Concert in Albany (USA),Concert,Low,PearlSt_Albany_USA,2021-07-22 00:00:00
Rock Concert in Albany (USA),Concert,High,PearlSt_Albany_USA,2016-02-22 00:00:00
Triathlon in Schenectady (USA),Sports,High,MadisonAve_Schenectady_USA,2025-05-14 00:00:00
Cultural Festival in Albany (USA),Festival,Low,MadisonAve_Albany_USA,2016-12-04 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,MadisonAve_Albany_USA,2016-05-29 00:00:00
Classical Concert in Albany (USA),Concert,High,LarkSt_Albany_USA,2023-09-12 00:00:00
Jazz Night in Albany (USA),Concert,Low,DelawareAve_Albany_USA,2022-08-14 00:00:00
AI Congress in Albany (USA),Conference,High,DelawareAve_Albany_USA,2021-02-13 00:00:00
National Celebration in Albany (USA),Holiday,Low,DelawareAve_Albany_USA,2014-09-06 00:00:00
Pop Music Live in Albany (USA),Concert,Low,PearlSt_Albany_USA,2021-04-15 00:00:00
Food Festival in Albany (USA),Festival,Medium,PearlSt_Albany_USA,2024-08-09 00:00:00
Rock Concert in Schenectady (USA),Concert,High,WashingtonAve_Schenectady_USA,2020-02-21 00:00:00
Music Festival in Schenectady (USA),Festival,Medium,WashingtonAve_Schenectady_USA,2021-11-21 00:00:00
Rock Concert in Albany (USA),Concert,High,WashingtonAve_Albany_USA,2021-10-11 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,WashingtonAve_Albany_USA,2024-04-22 00:00:00
Pop Music Live in Albany (USA),Concert,Low,SouthSt_Albany_USA,2025-01-07 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,SouthSt_Albany_USA,2021-02-06 00:00:00
Rock Concert in Albany (USA),Concert,Medium,WashingtonAve_Albany_USA,2015-12-31 00:00:00
AI Congress in Albany (USA),Conference,Low,WashingtonAve_Albany_USA,2024-09-13 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2016-08-13 00:00:00
Music Festival in Troy (USA),Festival,High,Broadway_Troy_USA,2014-07-30 00:00:00
National Celebration in Troy (USA),Holiday,High,Broadway_Troy_USA,2023-07-08 00:00:00
Heritage Day in Albany (USA),Holiday,Low,SouthSt_Albany_USA,2016-03-25 00:00:00
Jazz Night in Troy (USA),Concert,Medium,TenBroeckSt_Troy_USA,2024-01-31 00:00:00
Heritage Day in Albany (USA),Holiday,High,StateSt_Albany_USA,2017-08-02 00:00:00
National Celebration in Albany (USA),Holiday,Medium,StateSt_Albany_USA,2020-09-08 00:00:00
National Celebration in Albany (USA),Holiday,Medium,PearlSt_Albany_USA,2020-10-07 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,PearlSt_Albany_USA,2025-07-31 00:00:00
Jazz Night in Troy (USA),Concert,High,JaySt_Troy_USA,2018-12-17 00:00:00
Marathon in Troy (USA),Sports,High,StateSt_Troy_USA,2017-01-27 00:00:00
National Celebration in Troy (USA),Holiday,Low,StateSt_Troy_USA,2016-11-25 00:00:00
Heritage Day in Albany (USA),Holiday,High,Broadway_Albany_USA,2021-05-20 00:00:00
Food Festival in Albany (USA),Festival,Medium,Broadway_Albany_USA,2025-04-24 00:00:00
Music Festival in Schenectady (USA),Festival,Low,WashingtonAve_Schenectady_USA,2019-10-14 00:00:00
Pop Music Live in Schenectady (USA),Concert,Low,WashingtonAve_Schenectady_USA,2015-03-20 00:00:00
Basketball Tournament in Albany (USA),Sports,Low,PearlSt_Albany_USA,2021-04-29 00:00:00
City Anniversary in Albany (USA),Holiday,High,LarkSt_Albany_USA,2021-11-08 00:00:00
Jazz Night in Albany (USA),Concert,High,LarkSt_Albany_USA,2025-04-20 00:00:00
Food Festival in Albany (USA),Festival,High,WesternAve_Albany_USA,2020-01-15 00:00:00
Local Holiday in Albany (USA),Holiday,Low,WesternAve_Albany_USA,2024-01-13 00:00:00
Jazz Night in Albany (USA),Concert,Low,TenBroeckSt_Albany_USA,2014-11-15 00:00:00
Classical Concert in Albany (USA),Concert,High,TenBroeckSt_Albany_USA,2016-05-25 00:00:00
Cultural Festival in Albany (USA),Festival,Low,ParkAve_Albany_USA,2021-11-03 00:00:00
Food Festival in Albany (USA),Festival,Low,ParkAve_Albany_USA,2025-09-03 00:00:00
Heritage Day in Schenectady (USA),Holiday,High,SouthSt_Schenectady_USA,2018-12-05 00:00:00
Classical Concert in Troy (USA),Concert,High,LarkSt_Troy_USA,2014-09-01 00:00:00
Music Festival in Albany (USA),Festival,High,HudsonAve_Albany_USA,2017-09-08 00:00:00
Jazz Night in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2025-04-19 00:00:00
Football Match in Albany (USA),Sports,Medium,MadisonAve_Albany_USA,2024-12-03 00:00:00
Rock Concert in Troy (USA),Concert,Medium,HudsonAve_Troy_USA,2016-06-16 00:00:00
Rock Concert in Schenectady (USA),Concert,High,WashingtonAve_Schenectady_USA,2015-04-23 00:00:00
Startup Meetup in Albany (USA),Conference,Low,NorthSt_Albany_USA,2023-07-02 00:00:00
Jazz Night in Albany (USA),Concert,High,NorthSt_Albany_USA,2023-08-13 00:00:00
AI Congress in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2020-10-23 00:00:00
National Celebration in Albany (USA),Holiday,Medium,CentralAve_Albany_USA,2025-04-11 00:00:00
Local Holiday in Troy (USA),Holiday,Medium,LarkSt_Troy_USA,2015-10-20 00:00:00
Film Festival in Albany (USA),Festival,High,JaySt_Albany_USA,2023-05-05 00:00:00
Basketball Tournament in Troy (USA),Sports,Medium,LarkSt_Troy_USA,2025-03-18 00:00:00
Tech Conference in Troy (USA),Conference,High,LarkSt_Troy_USA,2023-10-30 00:00:00
Basketball Tournament in Albany (USA),Sports,Low,StateSt_Albany_USA,2018-12-21 00:00:00
Tech Conference in Albany (USA),Conference,High,ParkAve_Albany_USA,2024-12-09 00:00:00
Triathlon in Albany (USA),Sports,Medium,ParkAve_Albany_USA,2018-06-18 00:00:00
Business Summit in Albany (USA),Conference,High,ClintonAve_Albany_USA,2022-02-27 00:00:00
Triathlon in Albany (USA),Sports,High,ClintonAve_Albany_USA,2016-09-25 00:00:00
Basketball Tournament in Schenectady (USA),Sports,Low,HudsonAve_Schenectady_USA,2017-01-24 00:00:00
Football Match in Schenectady (USA),Sports,High,HudsonAve_Schenectady_USA,2018-06-28 00:00:00
Local Holiday in Albany (USA),Holiday,High,ParkAve_Albany_USA,2025-03-28 00:00:00
